abbreviatedAddress,address/city,address/zipcode,bathrooms,bedrooms,daysOnZillow,lastSoldPrice,latitude,livingArea (sqft),longitude,lotSize,price,yearBuilt,zestimate
1134 SE 174th Ave,Portland,97233,1,2,351,234000,45.5146637,770,-122.484436,6969,234000,1954,334400
16416 SE Salmon St,Portland,97233,2,3,353,360000,45.51478195,2174,-122.4935379,9147,360000,1960,410000
13541 SE Claybourne St,Portland,97236,2,3,351,319000,45.47499084,1814,-122.5237503,10890,319000,1977,363100
2813 SE 151st Ave,Portland,97236,2,2,349,286500,45.50192642,1290,-122.5078201,7405,286500,1951,326000
3506 SE 157th Ave,Portland,97236,1,3,349,335000,45.49727249,912,-122.5020294,7405,335000,1970,381100
1146 SE 172nd Ave,Portland,97233,2,3,346,343750,45.51443481,1569,-122.4856491,6969,343750,1961,390800
16428 SE Woodward St,Portland,97236,1,2,345,292302,45.50105667,804,-122.4943314,10890,292302,1950,329600
16036 SE Kelly St,Portland,97236,2,3,346,369000,45.49901581,1258,-122.4981079,8276,369000,1958,419500
725 SE 137th Ave,Portland,97233,1,2,345,315000,45.51724625,912,-122.5231018,7405,315000,1954,364600
14675 SE Hawthorne Ct,Portland,97233,1,3,343,320000,45.51285934,882,-122.5116348,7405,320000,1964,363500
1712 SE 142nd Pl,Portland,97233,2,4,344,340000,45.51116562,1627,-122.5160446,7405,340000,1962,386300
13905 SE Rhone St,Portland,97236,1,3,342,321000,45.49622726,816,-122.5201721,9147,321000,1953,364500
13221 SE Brooklyn Ct,Portland,97236,2,3,342,309000,45.50008774,1320,-122.5268326,8276,309000,1970,350900
12629 SE Reedway St,Portland,97236,2,3,342,350000,45.4819603,1608,-122.5332947,8276,350000,1949,397500
1300 SE 164th Pl,Portland,97233,3,3,342,365000,45.51350021,2176,-122.493187,5662,365000,2006,413600
3114 SE 171st Dr,Portland,97236,2,3,339,343000,45.49994659,1308,-122.485405,8712,343000,1960,389200
2920 SE 76th Ave,Portland,97206,2,3,192,350000,45.50101471,1615,-122.584549,4791,350000,1944,590500
5817 NE 14th Ave,Portland,97211,1,1,219,265000,45.56485367,868,-122.6513824,5000,265000,1927,515000
10410 NE Fargo St,Portland,97220,2,4,219,335000,45.54512024,2655,-122.5556488,13939,335000,1952,365900
3115 NE 86th Ave,Portland,97220,2,3,220,364900,45.54478073,1964,-122.5751419,4791,364900,1945,398700
11740 SE Ash St,Portland,97216,1,2,223,289637,45.5209198,840,-122.5420456,6534,289637,1950,316300
11015 NE Tillamook St,Portland,97220,1,2,223,303000,45.53770828,704,-122.5495987,6098,303000,1951,331700
8645 NE Fremont St,Portland,97220,2,3,223,260000,45.54834747,2288,-122.5738983,10500,260000,1946,284400
11852 E Burnside St,Portland,97216,2.5,3,224,300000,45.52227402,1380,-122.5407028,2178,300000,2010,327800
4225 NE 82nd Ave,Portland,97220,1,2,225,295000,45.55337524,702,-122.5789795,4356,295000,1947,412500
4203 NE 66th Ave,Portland,97218,1,2,225,296000,45.55316162,853,-122.5955811,4791,296000,1923,324000
1437 NE 88th Ave,Portland,97220,1,3,226,352000,45.53329086,971,-122.5727844,6098,352000,1955,385500
4819 NE 86th Ave,Portland,97220,1,2,227,298500,45.55826187,768,-122.5746307,6969,298500,1949,327000
6442 NE Garfield Ave,Portland,97211,3,2,230,375000,45.56966019,1332,-122.6622543,1742,375000,2005,411300
209 NE Monroe St,Portland,97212,1,4,230,335000,45.54556656,2661,-122.6631088,4791,335000,1905,706700
10425 NE Davis St,Portland,97220,2.5,,230,253000,45.52404404,1914,-122.5558853,3199,253000,2010,277000
404 SE 83rd Ave,Portland,97216,1,2,231,113834,45.51968765,768,-122.5777359,5000,113834,1923,422300
5106 NE 86th Ave,Portland,97220,2,3,231,370000,45.56002426,1821,-122.5740051,6098,370000,1950,405900
1540 NE 116th Pl,Portland,97220,1,3,231,351000,45.53419113,1491,-122.5430145,8712,351000,1954,385100
4523 NE 92nd Ave,Portland,97220,3,3,231,295000,45.55582047,1100,-122.568573,6098,295000,1924,323600
4515 NE 118th Ave,Portland,97220,1,2,233,339000,45.55560684,1472,-122.5417175,,339000,1957,541900
1423 NE 72nd Ave,Portland,97213,1,2,234,370000,45.53321838,1440,-122.5890808,6098,370000,1945,406400
4724 NE 78th Ave,Portland,97218,1,2,237,370000,45.55763626,786,-122.5825577,4791,370000,1950,406800
4019 NE Sumner St,Portland,97211,1,2,237,362000,45.56039429,720,-122.6216507,5000,362000,1949,398000
186 SE 124th Ave,Portland,97233,2,3,238,355000,45.52074814,1302,-122.5348282,8276,355000,1953,390500
302 SE 93rd Ave,Portland,97216,2,3,238,296900,45.52035522,1373,-122.5677032,6969,296900,1956,326600
533 NE 79th Ave,Portland,97213,1.5,3,238,250000,45.52696228,1580,-122.5827103,8000,250000,1926,596400
1139 NE Emerson St,Portland,97211,1.5,,239,202524,45.5619812,1205,-122.6532516,,202524,1997,222500
12446 NE Multnomah St,Portland,97230,1,3,239,325000,45.53121567,1408,-122.534668,8712,325000,1954,423000
8125 NE Wygant St,Portland,97218,1,3,241,344000,45.55827332,1196,-122.5789185,6098,344000,1947,378800
5925 NE Going St,Portland,97218,1,2,244,225000,45.55688477,1024,-122.6015015,4791,225000,1928,447500
3714 NE 79th Ave,Portland,97213,2,3,244,369000,45.54989243,1656,-122.5814438,4791,369000,1928,406700
218 SE 97th Ave,Portland,97216,3,3,244,328000,45.52070999,1200,-122.5634537,1306,328000,2016,360900
619 NE 81st Ave,Portland,97213,2,3,244,373000,45.52744675,1008,-122.5806046,4791,373000,1994,411100
8246 NE Wygant St,Portland,97220,1,2,244,230000,45.5577507,768,-122.5775299,6098,230000,1949,253500
10744 NE Thompson St,Portland,97220,1,2,245,359000,45.5386467,726,-122.5519485,4791,359000,1952,395800
4322 NE 82nd Ave,Portland,97220,1,2,246,286000,45.55417633,848,-122.5783081,4356,286000,1926,382000
46 N Northeast 148th Ave,Portland,97230,1,3,8,365000,45.52327728,1094,-122.5099182,21700,450000,1951,410700
325 NE Stafford St,Portland,97211,1,1,246,359000,45.57669449,898,-122.6619873,4791,359000,1924,396000
9416 NE Gertz Ct,Portland,97211,1,3,359,261000,45.59222031,822,-122.6650009,5227,261000,1944,297700
8708 NE Halsey St,Portland,97220,1,3,247,307000,45.53330231,864,-122.5733948,4791,307000,1954,338700
524 NE Knott St,Portland,97212,2.5,2,247,360000,45.54195023,1302,-122.6599503,1595,360000,1999,397200
2127 NE 102nd Ave,Portland,97220,3,3,248,330000,45.53791046,1504,-122.559288,5227,330000,1999,364700
11705 SE Pine St,Portland,97216,1,2,248,336000,45.52059174,1114,-122.542717,4356,336000,1948,370800
9406 NE Gertz Ct,Portland,97211,1,3,342,250500,45.59154892,760,-122.665535,3484,250500,1944,284500
10525 NE Thompson St,Portland,97220,1.5,3,248,315000,45.53886414,1110,-122.5543289,8100,315000,1956,347700
2540 NE 122nd Ave,Portland,97230,1,2,251,246000,45.5407486,1715,-122.5370407,13503,246000,1945,417900
2102 NE 128th Ave,Portland,97230,1,4,342,350000,45.53804016,2328,-122.5307922,7405,350000,1959,450200
4405 NE 90th Ave,Portland,97220,1,2,251,250000,45.55444717,952,-122.5701904,6000,250000,1924,276200
5504 NE Mason St,Portland,97218,1,2,251,365000,45.5521431,744,-122.6063461,9981,365000,1928,402600
3101 NE 158th Ave,Portland,97230,3,3,346,330000,45.54531097,2008,-122.4997635,9583,330000,1975,375200
13929 NE Fremont Ct,Portland,97230,2,3,349,355000,45.54760361,1472,-122.5190964,7405,355000,1964,403900
1016 N Mason St,Portland,97217,1,3,252,366400,45.55321503,1660,-122.6770096,2178,366400,1910,404900
13038 NE Hancock St,Portland,97230,1,3,351,342500,45.53628922,1080,-122.5282593,7405,342500,1955,389900
14312 NE Knott St,Portland,97230,2,3,351,374000,45.54235458,2602,-122.5151215,7840,374000,1964,425900
9014 SE Ash St,Portland,97216,1,2,253,375000,45.52099991,758,-122.5709457,4356,375000,1954,414600
14251 NE Russell St,Portland,97230,1.5,3,353,75000,45.54206085,1740,-122.5151291,10700,75000,1960,477100
11937 NE Holladay St,Portland,97220,2,3,254,329000,45.53050232,1236,-122.539505,6534,329000,1953,363800
1205 NE 70th Ave,Portland,97213,1,4,255,335000,45.53173065,1824,-122.5911713,5227,335000,1928,539600
4225 NE 134th Ave,Portland,97230,1,3,353,345000,45.5537529,1008,-122.5253525,6969,345000,1966,392900
104 SE 63rd Ave,Portland,97215,1,2,255,300000,45.52197647,1204,-122.5982132,4791,300000,1920,525100
120 NE 146th Ave,Portland,97230,2,3,356,339000,45.52355194,2640,-122.5129166,9147,339000,1950,386400
10821 NE Thompson St,Portland,97220,1,2,258,365500,45.53903961,726,-122.5509872,5662,365500,1951,404700
1620 N Kilpatrick St,Portland,97217,1,2,258,320000,45.58216858,1122,-122.6838379,4900,320000,1928,354400
330 NE 103rd Ave,Portland,97220,2,2,259,349500,45.52518082,1352,-122.5569687,7405,349500,1949,445300
526 N Tomahawk Island Dr,Portland,97217,2,2,311,200000,45.60630035,1579,-122.6689987,,200000,1978,225200
11045 NE Flanders St,Portland,97220,1,4,259,355000,45.5256958,2420,-122.5487518,7405,355000,1956,447300
1260 N Winchell St,Portland,97217,1,1,259,347000,45.58048248,1456,-122.6797943,4791,347000,1922,384400
8715 Northeast Broadway,Portland,97220,1,2,259,372000,45.53487396,1858,-122.5728226,6098,372000,1950,412100
431 NE 85th Ave,Portland,97220,1,3,259,375000,45.52568054,1144,-122.5763016,4791,375000,1925,415400
3711 NE Emerson St,Portland,97211,1,2,260,365000,45.56145859,768,-122.6251907,5662,365000,1949,404400
4334 NE 77th Ave,Portland,97218,2.5,4,260,130000,45.55428696,1842,-122.5833817,7500,130000,1942,646900
10925 NE Schuyler St,Portland,97220,1,2,266,320000,45.53569031,720,-122.5500793,5662,320000,1952,355300
10715 NE Tillamook St,Portland,97220,1,3,267,350000,45.53772354,996,-122.5521851,6534,350000,1951,388700
1222 N Baldwin St,Portland,97217,1,3,268,317000,45.57842636,1440,-122.6790848,4356,317000,1929,352200
5237 NE Alberta St,Portland,97218,1,3,268,290000,45.55933762,912,-122.6088638,6300,290000,1954,322200
3416 NE Cesar E Chavez Blvd,Portland,97212,1,2,268,285000,45.54782486,1165,-122.6225052,5000,285000,1923,316600
11633 NE Pacific St,Portland,97220,1,2,268,350000,45.52920532,1190,-122.5429001,6980,350000,1951,388800
1639 NE 104th Ave,Portland,97220,1,2,269,325000,45.53479767,978,-122.5558167,10454,325000,1949,361200
10416 NE Davis St,Portland,97220,2,3,269,345000,45.52362442,1211,-122.5560303,6969,345000,1957,383400
8433 NE Hassalo St,Portland,97220,2,2,273,280000,45.53116226,1444,-122.5755463,5662,280000,1928,449700
11923 NE Thompson St,Portland,97220,1,3,274,310000,45.53891373,960,-122.5402069,8276,310000,1955,345100
36 NE 126th Ave,Portland,97230,2,3,274,349000,45.52305222,2080,-122.5335007,10890,349000,1949,388500
636 N Farragut St,Portland,97217,1,2,274,350000,45.57911301,992,-122.6731644,6098,350000,1946,389600
4406 NE 35th Ave,Portland,97211,2,1,282,150000,45.55451202,1540,-122.6283264,4792,150000,1919,593300
2104 NE Bryant St,Portland,97211,2,3,280,365000,45.57302856,2444,-122.6440811,5662,365000,1949,700900
220 NE 108th Ave,Portland,97220,1,2,288,338000,45.52415085,1099,-122.5518799,8276,338000,1940,377900
5210 NE 34th Ave,Portland,97211,1,2,293,339000,45.56064224,1064,-122.6293335,4791,339000,1920,503400
123 SE 119th Ave,Portland,97216,3,3,294,353000,45.52147675,1400,-122.5405579,2178,353000,2006,394600
11745 SE Pine St,Portland,97216,2,3,293,305000,45.52059555,1200,-122.5418472,3920,305000,1951,341500
1133 NE Going St,Portland,97211,2,6,293,362000,45.55656815,1880,-122.6539764,7500,362000,1923,741200
4537 NE 105th Ave,Portland,97220,1,2,293,300000,45.55595016,1053,-122.5550385,5227,300000,1914,335900
10235 NE Sacramento St,Portland,97220,1,3,288,350000,45.5397377,1368,-122.5571747,9147,350000,1950,391300
4431 NE 116th Ave,Portland,97220,1,3,287,250000,45.55493546,1048,-122.5434952,5662,250000,1957,410400
10560 NE Skidmore St,Portland,97220,2,3,283,132650,45.55308151,2465,-122.5538483,20908,132650,1915,148100
8 NE 109th Ave,Portland,97220,1,3,282,260000,45.52283096,2128,-122.550293,8712,260000,1926,290100
10541 NE Morris St,Portland,97220,2,3,282,367500,45.54386139,1228,-122.5540543,10454,367500,1951,410100
3172 NE 72nd Ave,Portland,97213,1,2,281,360000,45.54556656,1366,-122.5886307,4791,360000,1914,401600
6451 NE Killingsworth Ct,Portland,97218,1,2,279,310000,45.56229401,966,-122.5972366,2178,310000,2009,345000
1634 NE Buffalo St,Portland,97211,1,3,279,349000,45.57460022,980,-122.6485367,4791,349000,1970,389100
5402 NE Hoyt St,Portland,97213,2,3,276,302000,45.52698517,1470,-122.6080856,4791,302000,1910,611700
9909 NE Prescott St,Portland,97220,2,4,275,330000,45.55554581,1630,-122.5605774,3049,330000,1940,366800
11339 NE Fargo St,Portland,97220,2,3,275,375000,45.5459404,1176,-122.5460892,10454,375000,1981,417600
4540 NE Emerson St,Portland,97218,1,3,274,375000,45.5611496,952,-122.6161423,6098,375000,1948,417400
4911 SE Ramona St,Portland,97206,1,4,342,360000,45.48082352,1444,-122.6119843,4791,360000,1908,408800
4342 NE 69th Ave,Portland,97218,3,3,301,350000,45.55452728,1506,-122.5919037,2613,350000,2003,392900
11343 NE Wygant St,Portland,97220,1,2,303,200000,45.55741119,1396,-122.5452271,9147,200000,1920,224700
7910 NE Prescott St,Portland,97218,1,2,303,100000,45.55527115,1331,-122.581337,5300,100000,1950,523300
8312 NE Webster St,Portland,97220,1,4,307,340000,45.55967712,1152,-122.57724,6098,340000,1949,382400
4433 NE 65th Ave,Portland,97218,1,3,307,330000,45.55527115,1248,-122.5965805,3920,330000,1950,371100
104 NE Hancock St,Portland,97212,1,2,300,360000,45.53635788,1200,-122.6644974,1650,360000,1906,404000
8525 NE Wygant St,Portland,97220,1,2,308,375000,45.55813217,912,-122.5749817,6098,375000,1949,421800
4921 NE 77th Ave,Portland,97218,1,3,314,375000,45.55892944,884,-122.5841446,4791,375000,1960,422600
4616 NE 98th Ave,Portland,97220,3,4,315,335000,45.55649948,1262,-122.5615158,4792,335000,1924,377600
8730 NE Wygant St,Portland,97220,1,3,316,339000,45.55778503,1380,-122.5727158,4356,339000,1944,382200
4526 NE 87th Ave,Portland,97220,1,3,317,345000,45.55584335,1008,-122.5734177,4356,345000,1981,389100
4812 NE 100th Ave,Portland,97220,2,4,321,350000,45.55820847,1720,-122.5594788,7405,350000,1996,395200
5911 NE Emerson St,Portland,97218,1,1,328,300000,45.56195831,1264,-122.6016998,9130,300000,1946,339400
322 NE 108th Ave,Portland,97220,1,2,296,345000,45.52477646,1052,-122.5520859,7405,345000,1952,386700
6448 NE Killingsworth Ct,Portland,97218,2,3,328,348000,45.56191635,1370,-122.5971222,2178,348000,2009,392900
3834 NE Senate St,Portland,97232,1,3,311,222000,45.53237534,1400,-122.6236115,5000,222000,1930,615300
4815 NE 80th Ave,Portland,97218,1,3,331,375000,45.55832672,1136,-122.5802307,6098,375000,1948,424600
11801 SE Oak St,Portland,97216,1,2,300,290000,45.51985931,996,-122.5415726,7405,290000,1953,325500
5286 NE 72nd Ave,Portland,97218,1,3,335,375000,45.56151581,1323,-122.5885544,7405,375000,1943,425100
8529 NE Alberta St,Portland,97220,1,2,337,337000,45.55941772,902,-122.5749588,6098,337000,1950,382200
8721 NE Ward St,Portland,97220,1,3,337,327000,45.5538826,1224,-122.5733795,6098,327000,1924,370900
2305 SE Pine St,Portland,97214,1,2,314,325000,45.52095032,714,-122.6424484,5000,325000,1926,366200
11905 NE Morris St,Portland,97220,2,3,301,339900,45.54392624,1336,-122.5404892,6969,339900,1956,381600
4546 NE 77th Ave,Portland,97218,1,2,345,371000,45.55613327,750,-122.5835648,4791,371000,1951,421700
3825 NE 109th Ave,Portland,97220,2,3,303,342000,45.55096436,1392,-122.5510101,8625,342000,1970,478900
4006 NE 113th Ave,Portland,97220,1,2,349,365000,45.55196381,1695,-122.5460739,6969,365000,1945,415300
11035 NE Skidmore St,Portland,97220,3,3,350,330000,45.55378342,1860,-122.5490341,9000,330000,1988,476000
1717 N Dekum St,Portland,97217,1,2,294,360000,45.57185364,773,-122.6845703,4791,360000,1924,403300
1015 NE Tamera Ln,Portland,97220,2,3,304,315000,45.53044891,1238,-122.5684204,5261,315000,1997,443000
9143 NE Prescott St,Portland,97220,2,2,44,297500,45.55561447,1950,-122.5684357,4791,379900,1924,409600
4714 NE 102nd Ave,Portland,97220,1,3,359,292500,45.55748749,1918,-122.5574341,4356,292500,1921,333700
3773 N Vancouver Ave,Portland,97227,2,4,318,368150,45.55022049,3120,-122.6682663,4900,368150,1906,812400
817 NE 93rd Ave,Portland,97220,2.5,,307,300000,45.52905273,1650,-122.567955,2350,300000,2008,418000
4238 SE Ash St,Portland,97215,1.5,4,318,350000,45.52174759,1595,-122.6184769,4634,350000,1965,394800
5700 NE 72nd Ave,Portland,97218,1,,62,324000,45.56393051,400,-122.5884476,16750,324000,1945,331300
4420 NE 65th Ave #B,Portland,97218,1,1,65,342500,45.55503464,815,-122.5959549,2613,342500,2021,350600
3106 NE 83rd Ave,Portland,97220,1,3,307,351495,45.54465103,1844,-122.5774918,4791,351495,1945,395300
2945 NE 108th Ave,Portland,97220,2,2,307,335000,45.54374313,2004,-122.5517883,8712,335000,1953,376700
1344 NE 47th Ave,Portland,97213,3,3,351,73500,45.53278732,1537,-122.6146774,5000,73500,1924,655000
12346 NE Brazee St,Portland,97230,1,2,309,332000,45.53966141,865,-122.5354309,7405,332000,1943,373600
43 NE Meikle Pl,Portland,97213,2,3,356,193200,45.5234375,2300,-122.619339,4698,193200,1920,738100
10957 SE Ankeny St,Portland,97216,3,2,311,325000,45.52206039,1948,-122.5500641,6969,325000,1960,365900
1314 NW Irving St APT 606,Portland,97209,1,1,34,308000,45.52768326,735,-122.6848145,20037,308000,1925,311300
315 NE 76th Ave,Portland,97213,1,2,314,325000,45.52490234,1752,-122.5850754,4791,325000,1908,507600
10400 NE Knott St,Portland,97220,1.5,3,316,362500,45.54203796,1500,-122.5555725,7840,362500,1962,483300
234 NE 61st Ave,Portland,97213,1,2,317,300000,45.52475357,960,-122.6004868,6682,300000,1908,549800
3602 NE 116th Ave,Portland,97220,1,3,321,350000,45.54907608,1716,-122.5426407,6534,350000,1945,410300
11804 NE Eugene St,Portland,97220,1,3,322,350000,45.53770828,960,-122.541687,6534,350000,1955,395300
3853 NE 76th Ave,Portland,97213,1,2,324,369000,45.55073929,892,-122.5850983,4791,369000,1925,417000
12321 NE Multnomah St,Portland,97230,2,4,325,351250,45.53155899,1348,-122.5361176,10018,351250,1955,397000
11911 NE Russell St,Portland,97220,1,3,325,370000,45.54156876,1210,-122.5404282,9583,370000,1955,418200
909 NE 109th Ave,Portland,97220,2,2,328,345000,45.52913666,1665,-122.550705,8712,345000,1950,390300
11531 SE Washington St,Portland,97216,1,2,329,318000,45.51849747,960,-122.5445023,4791,318000,1955,359900
11834 SE Ash St,Portland,97216,1,2,330,262000,45.52087021,900,-122.5408859,6534,262000,1954,296600
7524 NE Everett St,Portland,97213,2,6,330,369000,45.52444077,2430,-122.5852051,3920,369000,1890,417700
1825 NE 92nd Ave,Portland,97220,1,2,331,271275,45.5358963,736,-122.5688858,6534,271275,1947,307200
8304 NE Schuyler St,Portland,97220,1,3,332,330000,45.53546524,1232,-122.5776062,4791,330000,1908,373800
8834 NE Clackamas St,Portland,97220,3,3,335,336000,45.53258896,1411,-122.5717926,2613,336000,2008,380900
3404 NE 75th Ave,Portland,97213,1,2,335,355000,45.54736328,1584,-122.5856552,4791,355000,1910,402400
12320 NE Brazee St,Portland,97230,2,4,336,327000,45.53966522,2100,-122.5360184,6969,327000,1977,370800
2205 NE 80th Ave,Portland,97213,1,2,343,360000,45.53822327,844,-122.5812531,6534,360000,1950,408900
8601 NE Holladay St,Portland,97220,1,3,344,375000,45.53039932,1201,-122.5745773,5662,375000,1950,426100
11919 NE Knott St,Portland,97220,2,3,346,355000,45.54237747,1370,-122.5402908,6969,355000,1956,397900
10300 NE Hassalo St,Portland,97220,1,3,349,180000,45.5304184,1548,-122.5567856,7840,180000,1957,457800
9061 NE Halsey St,Portland,97220,1,3,350,345000,45.53379822,1758,-122.5701447,8712,345000,1950,392600
10902 NE Sacramento St,Portland,97220,1,2,350,327500,45.53929901,768,-122.5505219,5662,327500,1951,372700
1716 NE 67th Ave,Portland,97213,1,2,350,265000,45.53536606,1050,-122.5937653,3484,265000,1949,301600
6127 NE Milton St,Portland,97213,1,2,350,375000,45.54915237,1604,-122.6002274,4791,375000,1924,426800
